ISO;Country;Subject Descriptor;Units;Scale;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Estimates Start After
KEN;Kenya;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;3,597.716;3,610.493;3,659.936;3,590.758;3,527.280;3,553.157;3,683.069;3,760.683;3,854.822;3,898.544;3,948.979;3,878.462;3,721.798;3,610.272;3,597.172;3,648.399;3,695.875;3,614.853;3,615.543;3,579.186;3,494.204;3,537.308;3,462.908;3,464.761;3,526.180;3,626.716;3,739.463;3,883.721;3,786.672;3,808.131;4,019.063;4,128.620;4,221.067;4,275.546;4,384.283;4,506.427;4,590.294;4,649.975;4,807.768;4,926.242;4,792.258;5,057.619;5,209.215;2019
KEN;Kenya;Inflation, average consumer prices;Index;;7.495;8.365;10.094;11.244;12.400;14.013;14.368;15.610;17.524;19.940;23.486;28.203;35.912;52.424;67.530;68.579;73.252;81.546;85.962;90.930;100.000;105.732;107.810;118.381;132.344;145.462;154.237;160.824;185.131;204.638;212.996;242.862;265.638;280.826;300.141;319.897;340.107;367.265;384.489;404.635;426.040;452.068;486.644;2022
KEN;Kenya;Inflation, average consumer prices;Percent change;;13.858;11.603;20.667;11.398;10.284;13.007;2.534;8.638;12.265;13.789;17.782;20.084;27.332;45.979;28.814;1.554;6.814;11.322;5.416;5.779;9.975;5.732;1.966;9.805;11.795;9.912;6.032;4.271;15.114;10.537;4.084;14.022;9.378;5.717;6.878;6.582;6.318;7.985;4.690;5.240;5.290;6.109;7.648;2022
KEN;Kenya;Inflation, end of period consumer prices;Index;;7.879;9.401;10.692;11.718;12.997;14.327;14.937;16.364;18.586;21.104;25.986;29.747;39.762;61.512;65.579;70.097;72.296;79.386;80.958;89.462;100.000;101.602;105.917;114.761;134.365;140.965;151.277;159.750;184.476;199.263;208.248;247.677;255.603;273.875;290.359;313.608;333.521;348.515;368.417;394.785;416.962;440.832;480.789;2022
KEN;Kenya;Inflation, end of period consumer prices;Percent change;;13.100;19.318;13.730;9.598;10.916;10.231;4.255;9.556;13.578;13.546;23.134;14.473;33.668;54.700;6.612;6.890;3.136;9.808;1.980;10.503;11.780;1.602;4.247;8.350;17.083;4.912;7.316;5.600;15.478;8.016;4.509;18.934;3.200;7.149;6.019;8.007;6.350;4.496;5.711;7.157;5.617;5.725;9.064;2022
KEN;Kenya;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KEN;Kenya;Population;Persons;Millions;15.721;16.308;16.900;17.500;18.100;18.700;19.300;20.000;20.700;21.400;22.000;22.700;23.400;24.100;24.800;25.500;26.300;27.000;27.800;28.700;29.500;30.300;31.100;32.000;32.900;33.800;34.700;35.700;36.700;37.700;38.600;39.500;40.400;41.400;42.400;43.300;44.300;45.400;46.400;47.600;48.797;49.747;50.640;2019
KEN;Kenya;General government revenue;Percent of GDP;;n/a;n/a;13.110;12.461;12.321;12.537;12.314;13.207;13.965;13.920;13.903;9.876;9.325;10.348;14.654;17.099;14.728;14.645;15.315;14.525;14.475;14.412;14.356;15.286;15.950;16.056;16.878;17.122;16.964;17.150;17.870;16.480;16.810;17.985;17.672;17.145;17.891;17.802;17.543;17.000;16.669;16.819;17.179;2022
KEN;Kenya;General government total expenditure;Percent of GDP;;n/a;n/a;16.181;14.627;14.873;15.588;15.295;15.476;15.935;16.312;17.183;16.437;17.601;18.922;18.796;17.328;15.219;15.552;15.343;13.682;14.094;14.940;15.651;16.013;15.448;16.249;17.310;18.076;18.915;20.274;21.543;20.118;22.098;23.230;23.425;23.827;25.344;25.169;24.452;24.400;24.800;24.015;22.998;2022
KEN;Kenya;General government net debt;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;38.097;38.332;41.262;38.384;39.370;42.445;39.359;34.961;34.739;29.970;32.462;32.229;35.434;34.967;35.879;35.820;34.838;39.706;47.538;48.059;50.784;54.148;63.019;64.181;65.287;2022
KEN;Kenya;Current account balance;Percent of GDP;;-6.516;-4.433;-2.504;-0.419;-1.084;-0.988;-0.325;-3.311;-2.998;-3.788;-4.348;-1.878;-2.370;8.574;5.807;-1.779;0.364;0.345;1.364;5.689;-1.095;-1.713;-0.618;0.619;-0.578;-1.046;-1.688;-2.882;-4.775;-3.856;-5.220;-8.204;-7.474;-7.847;-9.325;-6.282;-5.397;-7.003;-5.411;-5.241;-4.748;-5.228;-5.149;2022
KIR;Kiribati;Gross domestic product, constant prices;National currency;Billions;0.112;0.112;0.113;0.110;0.112;0.107;0.108;0.109;0.119;0.115;0.114;0.114;0.115;0.116;0.118;0.118;0.120;0.122;0.130;0.128;0.136;0.134;0.139;0.142;0.140;0.146;0.146;0.149;0.146;0.147;0.146;0.148;0.156;0.162;0.161;0.177;0.176;0.176;0.185;0.181;0.178;0.192;0.195;2021
KIR;Kiribati;Gross domestic product, constant prices;Percent change;;0.058;0.242;0.749;-2.715;2.392;-4.519;0.975;0.426;9.149;-3.101;-1.331;0.134;1.307;1.046;1.754;-0.084;1.141;1.965;6.850;-1.771;5.956;-1.418;3.962;2.006;-1.629;4.952;-0.049;2.035;-2.092;0.803;-1.120;1.763;5.136;4.162;-1.096;9.865;-0.478;-0.094;5.279;-2.146;-1.384;7.886;1.154;2021
KIR;Kiribati;Gross domestic product per capita, constant prices;National currency;Units;1,883.690;1,862.966;1,852.682;1,777.592;1,790.841;1,676.675;1,653.867;1,617.939;1,718.859;1,624.135;1,568.316;1,542.750;1,540.437;1,537.147;1,544.580;1,522.465;1,516.656;1,521.702;1,598.630;1,543.611;1,607.715;1,558.355;1,592.926;1,596.865;1,542.067;1,586.502;1,551.732;1,547.390;1,480.830;1,460.656;1,416.201;1,416.326;1,466.333;1,505.725;1,468.796;1,591.292;1,561.137;1,537.487;1,595.048;1,537.386;1,492.777;1,586.712;1,581.708;2020
KIR;Kiribati;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;2,290.880;2,265.675;2,253.168;2,161.847;2,177.959;2,039.114;2,011.376;1,967.681;2,090.417;1,975.217;1,907.333;1,876.239;1,873.427;1,869.425;1,878.466;1,851.570;1,844.505;1,850.641;1,944.199;1,877.286;1,955.248;1,895.218;1,937.262;1,942.052;1,875.409;1,929.449;1,887.163;1,881.882;1,800.935;1,776.400;1,722.335;1,722.487;1,783.304;1,831.211;1,786.300;1,935.275;1,898.602;1,869.839;1,939.843;1,869.716;1,815.464;1,929.705;1,923.619;2020
KIR;Kiribati;Inflation, average consumer prices;Index;;48.137;51.844;54.688;58.140;61.304;64.057;68.289;61.316;62.012;65.490;68.078;72.215;75.261;79.859;83.053;86.458;85.016;87.188;90.386;91.973;92.319;97.860;100.968;102.616;101.857;101.499;100.500;104.097;118.322;129.937;124.870;126.740;122.880;121.051;123.598;124.305;126.689;127.139;127.856;125.538;128.743;131.387;138.403;2022
KIR;Kiribati;Inflation, average consumer prices;Percent change;;16.100;7.700;5.486;6.311;5.442;4.491;6.607;-10.211;1.135;5.609;3.951;6.077;4.217;6.109;4.000;4.100;-1.667;2.554;3.668;1.755;0.377;6.002;3.176;1.633;-0.740;-0.351;-0.985;3.579;13.665;9.816;-3.900;1.497;-3.046;-1.488;2.104;0.572;1.917;0.356;0.564;-1.813;2.553;2.054;5.340;2022
KIR;Kiribati;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;62.221;65.711;68.308;72.459;75.515;80.128;83.333;86.750;85.304;87.468;91.603;91.996;92.946;100.051;100.881;102.165;101.489;100.847;103.953;103.991;129.195;127.507;125.055;124.019;119.269;120.261;124.008;124.793;125.727;128.868;127.407;126.252;129.749;133.036;154.588;2022
KIR;Kiribati;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.609;3.951;6.077;4.217;6.109;4.000;4.100;-1.667;2.538;4.726;0.430;1.033;7.643;0.830;1.273;-0.662;-0.633;3.080;0.037;24.237;-1.307;-1.923;-0.828;-3.830;0.832;3.116;0.633;0.748;2.499;-1.134;-0.906;2.769;2.534;16.200;2022
KIR;Kiribati;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIR;Kiribati;Population;Persons;Millions;0.059;0.060;0.061;0.062;0.063;0.064;0.066;0.067;0.069;0.071;0.072;0.074;0.075;0.076;0.077;0.078;0.079;0.080;0.082;0.083;0.084;0.086;0.087;0.089;0.090;0.092;0.094;0.097;0.099;0.101;0.103;0.105;0.106;0.108;0.109;0.111;0.113;0.114;0.116;0.118;0.119;0.121;0.123;2020
KIR;Kiribati;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;41.680;53.176;85.770;74.824;85.315;77.106;67.685;79.010;58.657;91.658;101.936;84.755;73.204;93.182;103.539;80.397;85.974;87.009;71.178;67.455;66.237;69.974;72.381;68.660;85.664;98.098;153.371;150.134;137.767;149.401;135.673;147.295;131.554;100.350;91.362;2021
KIR;Kiribati;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;89.696;71.451;84.306;69.252;66.778;85.312;83.321;84.597;85.293;86.780;73.236;104.389;100.301;89.912;105.497;97.122;83.683;80.433;82.736;79.039;80.687;87.701;91.587;85.246;113.990;102.307;114.517;109.032;129.507;133.909;127.110;111.551;111.193;2021
KIR;Kiribati;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIR;Kiribati;Current account balance;Percent of GDP;;27.239;20.588;11.498;10.348;23.095;17.668;33.853;17.533;1.612;5.928;-14.613;18.295;-17.961;-1.653;0.769;-10.681;-24.789;6.185;24.336;2.629;-3.650;-9.846;-11.806;-9.292;-7.292;-25.433;-8.774;-1.887;-3.649;-12.330;0.125;-9.570;1.908;-5.473;31.465;32.971;10.759;37.447;38.842;49.473;39.994;8.896;-4.100;2021
UVK;Kosovo;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.244;3.391;3.376;3.463;3.484;3.641;3.772;4.087;4.161;4.370;4.586;4.876;4.959;5.224;5.399;5.719;6.037;6.329;6.544;6.855;6.489;7.187;7.439;2022
UVK;Kosovo;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.553;-0.441;2.555;0.605;4.510;3.594;8.348;1.815;5.035;4.941;6.320;1.712;5.340;3.349;5.916;5.572;4.825;3.406;4.757;-5.341;10.746;3.511;2022
UVK;Kosovo;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2,203.260;2,303.572;2,234.845;2,252.973;2,136.176;2,205.169;2,252.412;2,405.589;2,419.297;2,500.758;2,583.725;2,739.238;2,731.535;2,869.465;2,991.350;3,227.947;3,385.027;3,518.815;3,644.419;3,846.818;3,608.823;4,062.690;4,203.228;2021
UVK;Kosovo;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;6,507.254;6,803.524;6,600.540;6,654.081;6,309.126;6,512.893;6,652.425;7,104.826;7,145.313;7,385.906;7,630.945;8,090.249;8,067.497;8,474.870;8,834.853;9,533.635;9,997.564;10,392.703;10,763.672;11,361.450;10,658.539;11,999.019;12,414.094;2021
UVK;Kosovo;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;67.987;75.916;77.961;78.859;78.019;76.939;77.429;80.788;88.336;86.199;89.217;95.751;98.137;99.866;100.290;99.761;100.000;101.495;102.609;105.396;105.626;109.118;121.857;2022
UVK;Kosovo;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;11.662;2.694;1.152;-1.065;-1.385;0.637;4.338;9.343;-2.419;3.501;7.324;2.492;1.762;0.425;-0.528;0.240;1.495;1.098;2.716;0.218;3.306;11.674;2022
UVK;Kosovo;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;78.965;79.261;76.300;76.892;77.682;85.874;86.269;86.368;91.994;95.251;98.805;99.298;98.903;98.724;100.000;100.486;103.413;104.702;104.761;111.745;125.394;2022
UVK;Kosovo;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.375;-3.736;0.776;1.027;10.546;0.460;0.114;6.514;3.541;3.731;0.500;-0.398;-0.181;1.292;0.486;2.913;1.247;0.056;6.666;12.214;2022
UVK;Kosovo;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;30.900;30.000;35.300;32.900;27.525;30.475;29.500;25.650;25.950;20.750;n/a;2021
UVK;Kosovo;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.472;1.472;1.511;1.537;1.631;1.651;1.674;1.699;1.720;1.748;1.775;1.780;1.816;1.821;1.805;1.772;1.784;1.799;1.796;1.782;1.798;1.769;1.770;2021
UVK;Kosovo;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.353;11.470;17.291;19.673;20.469;20.428;22.483;25.283;26.661;31.887;28.876;28.643;27.553;25.882;25.064;25.669;26.772;26.748;26.601;26.995;25.641;27.792;27.957;2022
UVK;Kosovo;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8.506;8.548;13.896;18.103;25.088;22.714;19.839;18.600;26.622;30.269;29.886;29.679;29.997;29.303;27.714;27.785;28.481;28.174;29.463;29.922;33.453;29.035;28.642;2022
UVK;Kosovo;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UVK;Kosovo;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.656;-7.425;-7.827;-8.667;-6.969;-8.021;-7.063;-6.023;-13.030;-10.351;-12.803;-13.420;-6.110;-3.530;-7.223;-8.763;-7.974;-5.484;-7.626;-5.673;-6.973;-8.730;-10.501;2022
KWT;Kuwait;Gross domestic product, constant prices;National currency;Billions;n/a;12.700;11.493;12.097;12.731;12.189;13.233;14.310;12.872;16.206;11.955;7.053;12.893;17.422;18.923;19.239;19.354;19.837;20.561;20.194;21.141;21.186;21.824;25.606;28.228;31.223;33.569;35.580;36.462;33.882;33.079;36.264;38.667;39.111;39.307;39.540;40.697;38.780;39.724;39.504;36.006;36.419;39.646;2020
KWT;Kuwait;Gross domestic product, constant prices;Percent change;;n/a;n/a;-9.504;5.253;5.240;-4.258;8.565;8.142;-10.050;25.896;-26.229;-41.008;82.809;35.132;8.616;1.669;0.598;2.493;3.654;-1.789;4.690;0.213;3.014;17.326;10.240;10.609;7.515;5.992;2.480;-7.076;-2.371;9.628;6.626;1.149;0.501;0.593;2.926;-4.712;2.434;-0.552;-8.855;1.145;8.863;2020
KWT;Kuwait;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10,586.931;10,339.835;9,821.885;9,243.111;8,980.742;9,054.446;8,955.244;9,534.614;9,174.909;9,018.615;10,054.526;10,251.026;10,438.157;10,546.410;10,465.853;10,593.952;9,722.656;9,234.674;9,808.287;10,112.409;9,863.803;9,605.930;9,327.753;9,226.061;8,616.777;8,595.113;8,270.694;7,708.435;7,643.855;8,158.189;2020
KWT;Kuwait;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;56,313.748;54,999.401;52,244.334;49,165.734;47,770.144;48,162.190;47,634.518;50,716.289;48,802.951;47,971.600;53,481.789;54,527.010;55,522.390;56,098.206;55,669.709;56,351.089;51,716.517;49,120.852;52,172.000;53,789.678;52,467.302;51,095.632;49,615.956;49,075.041;45,834.153;45,718.915;43,993.274;41,002.520;40,659.007;43,394.843;2020
KWT;Kuwait;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;101.100;104.033;107.442;110.608;112.333;112.958;114.192;116.592;120.583;125.383;2022
KWT;Kuwait;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.901;3.276;2.947;1.560;0.556;1.092;2.102;3.424;3.981;2022
KWT;Kuwait;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;99.800;102.400;105.500;108.900;111.500;112.800;113.300;114.900;118.200;123.200;127.000;2022
KWT;Kuwait;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.605;3.027;3.223;2.388;1.166;0.443;1.412;2.872;4.230;3.084;2022
KWT;Kuwait;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.800;1.800;1.940;2.080;2.220;2.360;2.500;2.567;2.633;2.700;2.767;2.833;2.900;2.200;2.200;2.200;2.200;2.200;2.200;2.200;2.200;2022
KWT;Kuwait;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.646;1.830;1.959;2.094;2.209;2.271;2.255;2.217;2.309;2.420;2.547;2.754;2.991;3.183;3.400;3.442;3.485;3.582;3.697;3.824;3.965;4.092;4.239;4.411;4.500;4.622;4.776;4.671;4.764;4.860;2022
KWT;Kuwait;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;66.065;78.524;56.126;64.515;60.720;60.318;52.837;41.006;45.570;49.239;52.678;55.468;60.613;58.886;60.074;68.161;71.589;61.026;54.070;56.105;71.293;63.741;67.448;60.548;69.694;70.685;72.305;71.298;71.924;65.783;58.906;54.856;53.797;58.314;55.248;54.836;54.353;60.941;2021
KWT;Kuwait;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;49.080;55.354;43.236;48.986;42.341;92.311;204.170;90.821;61.380;58.530;54.591;44.517;43.677;52.011;44.920;36.555;42.936;41.862;37.014;34.202;28.122;31.914;30.080;40.396;42.187;44.741;39.058;38.815;38.146;44.281;54.406;54.018;52.024;51.806;53.038;66.518;54.698;41.889;2021
KWT;Kuwait;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWT;Kuwait;Current account balance;Percent of GDP;;n/a;54.568;22.578;27.090;32.275;23.135;31.669;19.647;24.616;39.572;20.336;-242.188;-2.270;10.443;12.947;18.450;22.568;25.943;8.537;16.809;38.899;23.850;11.165;19.674;26.221;37.210;44.612;36.049;40.871;26.692;32.044;42.937;45.458;40.302;33.438;3.501;-4.626;7.962;14.395;13.115;4.580;27.215;36.013;2020
KGZ;Kyrgyz Republic;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;96.667;84.096;67.439;63.781;68.300;75.072;76.665;79.468;83.793;88.252;88.237;94.440;101.077;100.899;104.030;112.917;121.461;124.966;124.377;131.785;131.669;146.042;151.918;157.806;164.649;172.453;178.418;186.627;173.285;182.828;194.404;2022
KGZ;Kyrgyz Republic;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-13.005;-19.807;-5.424;7.085;9.915;2.122;3.656;5.443;5.322;-0.017;7.030;7.027;-0.176;3.103;8.543;7.566;2.886;-0.472;5.956;-0.088;10.915;4.024;3.876;4.336;4.740;3.459;4.601;-7.149;5.507;6.332;2022
KGZ;Kyrgyz Republic;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;21,916.772;18,748.812;14,969.334;14,095.328;14,860.983;16,106.542;16,201.764;16,534.563;17,189.422;17,930.093;17,760.664;18,838.020;19,923.147;19,645.108;20,047.480;21,518.009;22,963.894;23,365.837;22,955.015;24,058.875;23,716.114;25,788.114;26,299.047;26,769.248;27,352.634;28,085.872;28,516.236;29,211.636;26,590.042;27,474.496;28,610.280;2021
KGZ;Kyrgyz Republic;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3,975.381;3,400.759;2,715.218;2,556.686;2,695.564;2,921.490;2,938.762;2,999.127;3,117.909;3,252.256;3,221.524;3,416.941;3,613.767;3,563.334;3,636.319;3,903.051;4,165.313;4,238.220;4,163.703;4,363.927;4,301.755;4,677.586;4,770.261;4,855.549;4,961.366;5,094.365;5,172.427;5,298.562;4,823.044;4,983.470;5,189.485;2021
KGZ;Kyrgyz Republic;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.354;4.195;11.775;16.741;22.089;27.265;30.117;40.929;48.987;52.377;53.494;55.086;57.350;59.838;63.161;69.622;86.693;92.620;100.000;116.636;119.865;127.793;137.421;146.358;146.927;151.593;153.931;155.680;165.523;185.235;211.001;2022
KGZ;Kyrgyz Republic;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,086.190;180.683;42.174;31.947;23.435;10.457;35.901;19.688;6.920;2.134;2.975;4.111;4.339;5.552;10.230;24.520;6.837;7.968;16.636;2.768;6.614;7.534;6.503;0.389;3.175;1.543;1.136;6.323;11.908;13.910;2022
KGZ;Kyrgyz Republic;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.844;8.696;14.099;18.463;24.891;28.122;32.859;45.949;50.765;52.635;53.838;56.834;58.405;61.279;64.403;77.344;92.835;92.798;110.639;116.954;125.720;130.711;144.403;149.244;148.494;153.922;154.671;159.398;174.894;194.475;223.002;2022
KGZ;Kyrgyz Republic;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;929.867;62.124;30.959;34.814;12.979;16.845;39.837;10.480;3.685;2.285;5.565;2.764;4.921;5.098;20.094;20.028;-0.040;19.226;5.708;7.495;3.970;10.475;3.352;-0.503;3.656;0.486;3.056;9.722;11.195;14.669;2022
KGZ;Kyrgyz Republic;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.114;5.742;7.815;5.747;5.874;7.196;7.544;7.839;12.550;9.903;8.530;8.117;8.267;8.153;8.219;8.417;8.644;8.530;8.427;8.332;8.046;7.554;7.211;6.891;6.922;6.922;8.656;9.014;9.014;2022
KGZ;Kyrgyz Republic;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.411;4.485;4.505;4.525;4.596;4.661;4.732;4.806;4.875;4.922;4.968;5.013;5.073;5.136;5.189;5.248;5.289;5.348;5.418;5.478;5.552;5.663;5.777;5.895;6.019;6.140;6.257;6.389;6.517;6.654;6.795;2021
KGZ;Kyrgyz Republic;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;24.610;20.754;24.359;19.517;21.850;23.972;22.359;19.518;21.341;23.450;22.908;23.565;25.277;27.034;30.872;29.808;32.919;31.160;32.663;34.722;34.448;35.440;35.567;33.133;33.287;32.470;30.766;29.011;31.370;36.503;2022
KGZ;Kyrgyz Republic;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;37.876;28.613;31.158;35.941;35.887;30.215;28.088;29.350;28.077;28.457;29.066;29.130;29.595;27.884;32.541;37.107;37.367;40.584;38.147;38.508;38.084;38.923;37.020;33.060;30.840;32.073;32.078;36.780;2022
KGZ;Kyrgyz Republic;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KGZ;Kyrgyz Republic;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-5.747;-13.012;-7.617;-15.722;-23.308;-7.833;-22.330;-14.808;-4.316;-1.546;2.825;10.129;6.080;3.798;-2.472;-5.077;-13.768;-4.314;-6.615;-7.734;-15.451;-13.853;-17.000;-15.852;-11.625;-6.197;-12.054;-11.452;4.516;-7.984;-46.496;2022
